Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
PARIS III	decyl decanoate	1654-86-0	NAV	NAV	358.23	9.7	170.27	3.96E-06	0.86	6.93
PARIS III	3-(2-cyanoethoxy)propanenitrile	1656-48-0	NAV	NAV	305.85	-26.3	154.61	1.75E-04	1.04	1.08
PARIS III	1-ethenoxy-2-methoxy-ethane	1663-35-0	NAV	NAV	91.26	-86.65	9.3	5.42E+01	0.86	0.51
PARIS III	tert-butyl prop-2-enoate	1663-39-4	NAV	NAV	89.14	-61.64	31.6	6.03E+00	0.88	1.186123
PARIS III	2-chloranyl-1,3,5-trimethyl-benzene	1667-04-5	NAV	NAV	205	6.47	76.8	2.30E-01	1.03	1.25
PARIS III	(E)-oct-3-en-2-one	1669-44-9	NAV	NAV	150.97	-46.77	48.51	3.51E+00	0.85	0.7
PARIS III	2-(4-chlorophenyl)-2-methyl-oxirane	1669-70-1	NAV	NAV	239.4	-89.37	96.9	8.10E-02	1.21	1.9
PARIS III	1-phenylheptan-1-one	1671-75-6	NAV	NAV	283.3	16.4	111.2	3.83E-03	0.94	3.79
PARIS III	1,2-dimethylcyclohexene	1674-10-8	NAV	NAV	138	-84.1	16.8	1.29E+01	0.81	0.94
PARIS III	1,2-bis(chloranyl)pentane	1674-33-5	NAV	NAV	148.3	-82.57	42.4	8.18E+00	1.05	1.12
PARIS III	1-phenyloctan-1-one	1674-37-9	NAV	NAV	285	22.8	116.7	1.74E-03	0.93	6.39
PARIS III	ethylcyclohexane	1678-91-7	NAV	NAV	131.9	-111.3	18	1.28E+01	0.79	0.79
PARIS III	propylcyclohexane	1678-92-8	NAV	NAV	156.7	-94.9	35	4.19E+00	0.79	1.06
PARIS III	butylcyclohexane	1678-93-9	NAV	NAV	180.9	-74.7	41.1	1.31E+00	0.79	1.32
PARIS III	1,2,3-trimethylcyclohexane	1678-97-3	NAV	NAV	142	-66.9	27.9	6.81E+00	0.76	1.36
PARIS III	2-methylpropylcyclohexane	1678-98-4	NAV	NAV	171.3	-95	48.3	4.83E+00	0.79	1.62
PARIS III	Cyclohexane, 1,3-diethyl-	1678-99-5	NAV	NAV	177.03	-79.72	48.79	1.51E+00	0.78	1.45
PARIS III	1,4-diethylcyclohexane	1679-00-1	NAV	NAV	177.33	-69.07	48.5	1.59E+00	0.78	1.44
PARIS III	2-Hexanethiol	1679-06-7	NAV	NAV	142	-147	19.65	6.12E+00	0.83	0.66
PARIS III	cyclopentanethiol	1679-07-8	NAV	NAV	132.1	-110.18	25	1.14E+01	0.96	1.05
PARIS III	2-methylbutane-2-thiol	1679-09-0	NAV	NAV	99.1	-100.33	-1	4.79E+01	0.83	0.62
PARIS III	hex-3-yn-2-one	1679-36-3	NAV	NAV	138.49	-39.44	22.66	5.48E+00	0.89	0.47
PARIS III	(Z)-3-chloranylbut-2-enal	1679-41-0	NAV	NAV	144.6	-5	39.7	1.89E+01	1.08	0.67
PARIS III	3-methyloxolan-2-one	1679-47-6	NAV	NAV	207.77	-12.68	75	5.80E-01	1.04	1.24
PARIS III	6-methyl-1,2,3,4-tetrahydronaphthalene	1680-51-9	NAV	NAV	229	-40	92.3	1.20E-01	0.96	1.99
PARIS III	3-Oxatricyclo[4.1.1.02,4]octane, 2,7,7-trimethyl-	1686-14-2	NAV	NAV	185	-4.52	65.6	8.18E-01	1.03	26.35
PARIS III	3,3-dimethyl-2-benzofuran-1-one	1689-09-4	NAV	NAV	270.68	20.9	95.14	2.96E-03	1.17	1.09
PARIS III	(2R,3S)-2,3-diphenyloxirane	1689-71-0	NAV	NAV	328.95	2.13	109	8.63E-05	1.11	10.44
PARIS III	3-chloranylpentane-2,4-dione	1694-29-7	NAV	NAV	171.21	-12.12	12.2	5.50E-01	1.15	1.04
PARIS III	tert-butyl 3-oxidanylidenebutanoate	1694-31-1	NAV	NAV	185.6	-2.4	66.5	3.10E-01	0.98	1.38
PARIS III	1-morpholin-4-ylethanone	1696-20-4	NAV	NAV	229.29	14.5	122	1.01E-02	1.12	4.23
PARIS III	2-ethyl-5-methyl-furan	1703-52-2	NAV	NAV	118.5	-55.36	15.1	6.80E+00	0.91	1.5
PARIS III	2-[2-(dimethylamino)ethoxy]ethanol	1704-62-7	NAV	NAV	233.52	-22.74	71.6	2.30E-01	0.95	4.28
PARIS III	2-methoxy-1,4-dimethyl-benzene	1706-11-2	NAV	NAV	194	5.1	66.1	2.60E-01	0.93	1.35
PARIS III	2,5-dihydrofuran	1708-29-8	NAV	NAV	66.5	-61.59	-16.7	1.58E+01	0.93	0.52
PARIS III	2,5-dihydrothiophene	1708-32-3	NAV	NAV	122.4	-45.23	23.5	1.29E+01	1.06	1
PARIS III	3-methylbenzoyl chloride	1711-06-4	NAV	NAV	219.5	-23	76	6.15E-02	1.17	2.45
PARIS III	3-fluoranylbenzoyl chloride	1711-07-5	NAV	NAV	189	-30	82.2	1.38E-01	1.32	2.56
PARIS III	propan-2-yl nitrate	1712-64-7	NAV	NAV	100	-99.21	12.8	3.41E+01	1.08	0.62
PARIS III	2-methylpropyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1713-15-1	NAV	NAV	289.56	11.98	128.9	3.90E-05	1.24	8.98
PARIS III	1,1-bis(chloranyl)-1-fluoranyl-ethane	1717-00-6	NAV	NAV	32	-103.5	1.2	6.00E+01	1.25	0.37
PARIS III	1-methylisoquinoline	1721-93-3	NAV	NAV	248	10	106.7	1.17E-02	1.08	4.26
PARIS III	1-methoxycyclohepta-1,3,5-triene	1728-32-1	NAV	NAV	140.9	7.78	72.5	1.26E+00	0.95	1.66
PARIS III	methyl 2,3-bis(bromanyl)propanoate	1729-67-5	NAV	NAV	206	17.05	71.1	7.73E-01	1.94	1.48
PARIS III	methyl nonanoate	1731-84-6	NAV	NAV	213.5	-39.14	84.4	1.60E-01	0.87	1.58
PARIS III	methyl undecanoate	1731-86-8	NAV	NAV	242.44	-11.71	109.4	1.87E-02	0.87	2.06
PARIS III	methyl tridecanoate	1731-88-0	NAV	NAV	270.34	6.5	121.9	2.56E-03	0.87	3.32
PARIS III	dimethyl heptanedioate	1732-08-7	NAV	NAV	232.12	-21	100.94	1.93E-02	1.02	1.51
PARIS III	dimethyl octanedioate	1732-09-8	NAV	NAV	268	-3.1	111.4	5.42E-02	1.01	2.47
PARIS III	dimethyl nonanedioate	1732-10-1	NAV	NAV	274.57	-14.37	124.77	3.21E-02	1	2.63
PARIS III	propan-2-yl 3-methylbut-2-enoate	1733-25-1	NAV	NAV	162.21	-30.14	54.9	1.97E+00	0.9	1.465734
PARIS III	3-(dimethylamino)propanenitrile	1738-25-6	NAV	NAV	173	-28.41	62	4.51E-01	0.87	1.15
PARIS III	2-methoxyethanenitrile	1738-36-9	NAV	NAV	119	-100.38	31.7	1.16E+01	0.91	0.53
PARIS III	1,2-dimethylimidazole	1739-84-0	NAV	NAV	206	5.51	92	1.17E+01	1.08	0.97
PARIS III	2-methyl-4-propan-2-yl-phenol	1740-97-2	NAV	NAV	230	8.6	104.1	3.92E-02	0.97	6.44
PARIS III	1-methylsulfanylpentane	1741-83-9	NAV	NAV	145.1	-94	39.7	9.68E+00	0.84	0.84
PARIS III	2-prop-2-enylphenol	1745-81-9	NAV	NAV	220	-6	88	3.28E-02	1.02	3.71
PARIS III	2-methyl-2,3-dihydro-1-benzofuran	1746-11-8	NAV	NAV	197.5	-12.96	65.2	7.24E-02	1.04	3.36
PARIS III	prop-2-enoxybenzene	1746-13-0	NAV	NAV	191.7	-33.9	62.8	3.90E-01	0.95	1.56
PARIS III	dioctoxyphosphorylbenzene	1754-47-8	NAV	NAV	378.87	-2.58	197.6	1.95E-06	0.98	16.29
PARIS III	1,2,3,3a,4,5,6,6a-octahydropentalene	1755-05-1	NAV	NAV	139	-43.18	31.91	1.01E+01	0.9	1.1
PARIS III	3-methylcyclopentan-1-one	1757-42-2	NAV	NAV	146.88	-22.84	32.12	3.99E+00	0.93	1.04
PARIS III	(2R,3S)-2,3-dimethyloxirane	1758-33-4	NAV	NAV	60	-80	-21.7	1.76E+01	0.83	0.44
PARIS III	2-ethyl-1,4-dimethyl-benzene	1758-88-9	NAV	NAV	186.9	-53.7	58.9	9.38E-01	0.87	1.28
PARIS III	cyclopropanecarboxylic acid	1759-53-1	NAV	NAV	183	18.5	71.7	2.40E-01	1.08	3.64
PARIS III	4-methylcyclopentene	1759-81-5	NAV	NAV	65.7	-160.8	-28.75	1.29E+01	0.8	0.43
PARIS III	4-[(4-azanylcyclohexyl)methyl]cyclohexan-1-amine	1761-71-3	NAV	NAV	320	15	156.33	8.85E-06	0.98	27.28
PARIS III	1-(bromomethyl)-2,3,4,5,6-pentakis(fluoranyl)benzene	1765-40-8	NAV	NAV	174.5	-23.99	82	2.87E+00	1.73	2.39
PARIS III	Butanoic acid, 2-butyne-1,4-diyl ester	1767-20-0	NAV	NAV	285.2	18.75	NAV	4.47E-04	0.97	3.04
PARIS III	1,1,1,3,3-pentakis(chloranyl)propan-2-one	1768-31-6	NAV	NAV	192.05	2.1	74.4	3.10E-01	1.74	3.47
PARIS III	4-methyl-2-(2-methylprop-1-enyl)-3,6-dihydro-2H-pyran	1786-08-9	NAV	NAV	181.68	-10.77	70.8	2.50E-01	0.94	2.31
PARIS III	5-(3,5-dimethylphenyl)sulfanyl-4-ethyl-1,2-dimethyl-imidazole	1789-95-3	NAV	NAV	244.87	-48.16	120.09	6.25E-03	0.97	2.43
PARIS III	chloranyl(nitro)methane	1794-84-9	NAV	NAV	122.5	-64.28	24.7	8.25E+00	1.38	1.16
PARIS III	2-methylthiolane	1795-09-1	NAV	NAV	134	-100.7	28.1	8.85E+00	0.94	1.03
PARIS III	octylcyclohexane	1795-15-9	NAV	NAV	264	-20	105.4	9.15E-03	0.81	2.97
PARIS III	decylcyclohexane	1795-16-0	NAV	NAV	299	-1.7	127.5	1.03E-03	0.81	3.41
PARIS III	dodecylcyclohexane	1795-17-1	NAV	NAV	331	12.5	147.1	4.03E-05	0.82	4.2
PARIS III	tetradecylcyclohexane	1795-18-2	NAV	NAV	360	24	164.7	3.47E-06	0.82	13.89
PARIS III	octylcyclopentane	1795-20-6	NAV	NAV	243.08	-38.64	92.49	3.34E-02	0.81	2.4
PARIS III	decylcyclopentane	1795-21-7	NAV	NAV	279	-22	115.4	3.27E-03	0.81	2.93
PARIS III	tetradecylcyclopentane	1795-22-8	NAV	NAV	323.72	18.48	154.1	1.84E-05	0.82	4.8
PARIS III	prop-2-enyl 2-phenylethanoate	1797-74-6	NAV	NAV	246.05	12.15	113	6.29E-03	1.04	3.09
PARIS III	Pyridine, 3-pentyl-	1802-20-6	NAV	NAV	214.19	8.02	81.9	2.00E-01	0.91	1.73
PARIS III	1,1,2,2,3,3,4,4,5-nonakis(fluoranyl)-5-(trifluoromethyl)cyclopentane	1805-22-7	NAV	NAV	50.96	-81.83	-8.12	2.09E+01	1.72	5.675601
PARIS III	trioctyl phosphate	1806-54-8	NAV	NAV	382.74	-6.12	218	4.91E-07	0.93	12
PARIS III	ethyl (5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate	1808-26-0	NAV	NAV	375.23	-89.13	100.7	6.84E-07	0.9	7.95
PARIS III	3-bromanylpentane	1809-10-5	NAV	NAV	118.6	-126.2	31.3	2.35E+01	1.21	0.79
PARIS III	1-ethyl-2-phenyl-benzene	1812-51-7	NAV	NAV	266	-6	136.9	1.64E-03	0.97	14.21
PARIS III	octoxybenzene	1818-07-1	NAV	NAV	285	8	109	8.63E-03	0.9	2.34
PARIS III	(1S,2R,5S)-4,6,6-trimethylbicyclo[3.1.1]hept-3-en-2-ol	1820-09-3	NAV	NAV	224.96	24	81.58	2.66E-02	0.97	20.24
PARIS III	2-oxidanylidenepentanoic acid	1821-02-9	NAV	NAV	179	6.5	76.6	2.57E-02	1.13	4.34
PARIS III	N-cyclohexylaniline	1821-36-9	NAV	NAV	279	16	135.5	7.24E-02	1.02	19.4
PARIS III	2-propylaniline	1821-39-2	NAV	NAV	226	-19.91	97.8	9.08E-04	0.96	3.47
PARIS III	ethenylsulfanylbenzene	1822-73-7	NAV	NAV	218.74	-34.65	45.6	8.03E-01	1.03	1.078141
PARIS III	2-phenylpropanenitrile	1823-91-2	NAV	NAV	231	15.56	93.9	4.00E-02	0.99	2.34
PARIS III	3-methylheptan-4-ol	1838-73-9	NAV	NAV	168.52	-83.54	62.96	3.70E-01	0.82	1.98
PARIS III	2-ethenyl-2-methyl-oxirane	1838-94-4	NAV	NAV	75.86	-70.12	-3.44	6.56E+01	0.95	0.56
PARIS III	1,3,5-trimethylcyclohexane	1839-63-0	NAV	NAV	138.5	-107.4	27.9	8.33E+00	0.77	1.14
PARIS III	3,3,5-trimethylcyclohexane-1-carbaldehyde	1845-38-1	NAV	NAV	220.09	-47.56	63.8	5.80E-01	0.9	2.74
PARIS III	non-2-ynoic acid	1846-70-4	NAV	NAV	268.45	-8	132.8	6.72E-04	0.99	5.69
PARIS III	tetramethoxymethane	1850-14-2	NAV	NAV	114	-5	6.7	2.30E+01	1.02	0.71
PARIS III	1-propan-2-yloxybutane	1860-27-1	NAV	NAV	109	-117.03	7.3	2.68E+01	0.77	0.66
PARIS III	3-ethoxy-N,N-diethyl-aniline	1864-92-2	NAV	NAV	286	10.88	79.1	1.90E-03	0.96	3.08
PARIS III	bis(bromanyl)-fluoranyl-methane	1868-53-7	NAV	NAV	64.9	-78	6.6	4.07E+01	2.48	0.86
PARIS III	(1Z,3Z,5Z)-cycloocta-1,3,5-triene	1871-52-9	NAV	NAV	145.5	-83	27.8	5.52E+00	0.87	0.97
PARIS III	3-chloranyl-2-(chloromethyl)prop-1-ene	1871-57-4	NAV	NAV	138	-14	36.7	1.82E+01	1.11	0.87
PARIS III	1,2,3-tris(chloranyl)-2-methyl-propane	1871-58-5	NAV	NAV	162.5	-24.44	78.4	3.86E+00	1.25	1.23
PARIS III	(E)-oct-2-enoic acid	1871-67-6	NAV	NAV	236.67	12.52	151.1	4.36E-04	0.96	5.57
PARIS III	2-Butanol, 1-chloro-	1873-25-2	NAV	NAV	141	-40.34	48.22	5.70E-01	1.03	7.44
PARIS III	3-ethylquinoline	1873-54-7	NAV	NAV	266	-10.68	108	7.58E-03	1.05	4.79
PARIS III	3-ethoxypropane-1,2-diol	1874-62-0	NAV	NAV	222	-35.44	99.5	2.82E-03	1.06	24.58
PARIS III	2-methylbutane-1-thiol	1878-18-8	NAV	NAV	116.5	-122.52	19.4	2.00E+01	0.83	0.56
PARIS III	2-tert-butyl-4,6-dimethyl-phenol	1879-09-0	NAV	NAV	249	22.3	111.7	4.48E-02	0.95	3.58
PARIS III	phenyl carbonochloridate	1885-14-9	NAV	NAV	185	18.5	79	5.60E-01	1.28	2.3
PARIS III	2-[bis(fluoranyl)methoxy]-1,1,1-tris(fluoranyl)ethane	1885-48-9	NAV	NAV	29.3	-101.38	18.38	6.46E+01	1.33	0.36
PARIS III	2,5-dimethylhexan-3-one	1888-57-9	NAV	NAV	147.5	-48.24	34.2	2.27E+00	0.81	0.73
PARIS III	1,1,2,3,3,3-hexakis(chloranyl)prop-1-ene	1888-71-7	NAV	NAV	209.5	-72.9	83.88	2.40E-01	1.8	3.29
PARIS III	2-[2-(oxiran-2-yl)ethyl]oxirane	1888-89-7	NAV	NAV	176.68	-9.05	62.12	1.37E+00	1.19	1.14
PARIS III	2-chloroethyl 2-methylprop-2-enoate	1888-94-4	NAV	NAV	161.13	-31.04	75.3	1.51E+00	1.08	1.981531
PARIS III	ethyl ethanesulfonate	1912-30-7	NAV	NAV	230.55	10.58	87.57	6.50E-02	1.14	4.37
PARIS III	propyl methanesulfonate	1912-31-8	NAV	NAV	232.73	-17.04	92.4	5.83E-02	1.13	3.47
PARIS III	butyl methanesulfonate	1912-32-9	NAV	NAV	246.05	-18.53	102	2.43E-02	1.1	4.06
PARIS III	5-(methoxymethyl)furan-2-carbaldehyde	1917-64-2	NAV	NAV	198.66	-5.43	68.84	1.60E-01	1.13	2.97
PARIS III	2,5-dimethyl-3,4-dihydropyran-2-carbaldehyde	1920-21-4	NAV	NAV	205.03	6.75	98.88	3.60E-01	1.05	2.66
PARIS III	2,6,10,14-tetramethylpentadecane	1921-70-6	NAV	NAV	296	-63.12	163.13	2.09E-04	0.79	5.18
PARIS III	2-ethylhexyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1928-43-4	NAV	NAV	346.35	17.81	137	3.29E-06	1.15	18.7
PARIS III	octyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1928-44-5	NAV	NAV	350.76	10.99	139.6	3.96E-06	1.15	17.55
PARIS III	3-butoxypropyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1928-45-6	NAV	NAV	334.43	21.44	152.8	3.53E-06	1.2	13.62
PARIS III	propyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1928-61-6	NAV	NAV	284.1	11.37	133.23	1.45E-04	1.29	8.08
PARIS III	2-butoxyethyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	1929-73-3	NAV	NAV	312.41	15.86	152.9	4.50E-06	1.22	11.49
PARIS III	1-(2-piperidin-1-ylethyl)piperidine	11782	NAV	NAV	265	-0.5	107.7	4.80E-03	0.94	2.87
PARIS III	prop-2-ynyl propanoate	1932-92-9	NAV	NAV	146.59	-38.42	42.1	5.91E+00	0.98	1.05
PARIS III	Butanoic acid, 2-propyn-1-yl ester	1932-93-0	NAV	NAV	159.26	-36.16	47.16	1.97E+00	0.94	1.26
PARIS III	Hexanoic acid, 2-propyn-1-yl ester	1932-94-1	NAV	NAV	161.29	-27.15	70.34	2.33E-01	0.97	1.8
PARIS III	oct-4-yne	1942-45-6	NAV	NAV	131.6	-101	29.44	9.68E+00	0.75	0.46
PARIS III	dec-5-yne	1942-46-7	NAV	NAV	177	-73	52.48	9.08E-01	0.77	0.61
PARIS III	chloranyl(trinitro)methane	1943-16-4	NAV	NAV	148.48	4.5	71.34	7.80E-02	1.85	0.96
PARIS III	[(E)-3-acetyloxyprop-2-enyl] ethanoate	1945-91-1	NAV	NAV	210.35	-7.11	90.66	1.30E-01	1.11	1.54
PARIS III	2-[2-[2-[2-(oxiran-2-ylmethoxy)ethoxy]ethoxy]ethoxymethyl]oxirane	1954-28-5	NAV	NAV	200.91	-13	135.79	1.71E-05	1.13	2.51
PARIS III	3,3-dimethyloxetan-2-one	1955-45-9	NAV	NAV	138.36	-36.33	55.15	2.42E+00	1.02	1.14
PARIS III	Heptane, 1-ethoxy-	1969-43-3	NAV	NAV	166	-68.3	51.59	8.48E-01	0.79	0.91
PARIS III	1,2,3-trimethylindole	1971-46-6	NAV	NAV	283	18	125.9	7.33E-03	0.99	3.92
PARIS III	1-bromanyl-2-ethyl-benzene	1973-22-4	NAV	NAV	199.3	-67.9	71	2.60E-01	1.34	1.46
PARIS III	decanenitrile	1975-78-6	NAV	NAV	243	-17.9	92	8.18E-02	0.82	2.05
PARIS III	2-methylpentan-2-ylbenzene	1985-57-5	NAV	NAV	205.5	-35.53	73	2.40E-01	0.86	13.14
PARIS III	4,4-dimethyl-2,3-dihydro-1H-naphthalene	1985-59-7	NAV	NAV	221	-32.14	81.2	8.03E-02	0.92	7.52
PARIS III	Benzene, (1-ethyl-1-methylpropyl)-	1985-97-3	NAV	NAV	205	-15.78	75.73	2.20E-01	0.86	11.53
PARIS III	4-methylpent-4-en-2-ol	2004-67-3	NAV	NAV	129	-53.1	41.65	1.64E+00	0.83	2.71
PARIS III	6-chloranylhexan-1-ol	2009-83-8	NAV	NAV	193.69	-8.32	98.9	9.98E-02	1	6.77
PARIS III	Isoxazole, 3,4-dimethyl-	2010-12-0	NAV	NAV	111.21	-35.9	20.56	1.74E+01	0.99	1.24
PARIS III	decan-1-amine	2016-57-1	NAV	NAV	220.5	17	85	9.98E-02	0.79	2.61
PARIS III	2-(4-methyl-1,3-dioxan-4-yl)ethanol	2018-45-3	NAV	NAV	207.75	8.44	101.5	9.98E-02	1.03	17.62
PARIS III	ethyl 3-phenylpropanoate	2021-28-5	NAV	NAV	247.2	14.33	108	3.27E-03	1.1	3.31
PARIS III	2-propan-2-ylnaphthalene	2027-17-0	NAV	NAV	268.2	14.5	109.7	5.18E-03	0.98	7.03
PARIS III	Naphthalene, 2-propyl-	2027-19-2	NAV	NAV	273.97	-7.99	121.08	4.90E-03	0.97	5.22
PARIS III	but-3-yn-2-ol	2028-63-9	NAV	NAV	106.5	-3	25.6	8.70E+00	0.92	2.26
PARIS III	3,4-diethoxybenzaldehyde	2029-94-9	NAV	NAV	279	22	129	9.38E-03	1.1	5.02
PARIS III	3-methylbutyl octanoate	2035-99-6	NAV	NAV	247.91	-51.28	104.7	1.71E-02	0.87	8.79
PARIS III	1-bromanyl-4-ethenyl-benzene	2039-82-9	NAV	NAV	212	7.7	86.7	7.80E-01	1.4	1.89
PARIS III	1-chloranyl-3-ethenyl-benzene	2039-85-2	NAV	NAV	191.2	-41.93	71.04	9.83E-01	1.1	1.39
PARIS III	1-chloranyl-2-ethenyl-benzene	2039-87-4	NAV	NAV	188.7	-63.1	60.44	9.60E-01	1.09	1.42
PARIS III	1-bromanyl-2-ethenyl-benzene	2039-88-5	NAV	NAV	209.2	-52.5	83.93	9.98E-01	1.39	2.05
PARIS III	2-ethenyl-1,4-dimethyl-benzene	2039-89-6	NAV	NAV	193.84	-35	62.18	5.60E-01	0.89	1.45
PARIS III	but-1-en-2-ylbenzene	2039-93-2	NAV	NAV	182	-35.2	57.1	9.60E-01	0.87	1.49
PARIS III	1-(2,4,5-trimethylphenyl)ethanone	2040-07-5	NAV	NAV	246.5	10.5	82.2	2.84E-02	1.3	2.77
PARIS III	butylcyclopentane	2040-95-1	NAV	NAV	156.6	-108	34.7	4.00E+00	0.79	0.99
PARIS III	propylcyclopentane	2040-96-2	NAV	NAV	131	-117.3	17.42	1.24E+01	0.78	0.7
PARIS III	cyclohexanecarbaldehyde	2043-61-0	NAV	NAV	159.3	-12.63	41	3.15E+00	0.93	1.75
PARIS III	N,N-dimethyl-3-oxidanylidene-butanamide	2044-64-6	NAV	NAV	194.54	19.21	82.4	1.22E-02	1	3.96
PARIS III	4-phenylbutanenitrile	2046-18-6	NAV	NAV	261.2	17.63	131.7	4.66E-02	0.98	2.91
PARIS III	diethyl (E)-pent-2-enedioate	2049-67-4	NAV	NAV	237	-14.88	106.7	1.40E-02	1.05	5.37894
PARIS III	1,3-diethoxybenzene	2049-73-2	NAV	NAV	235	12.4	87.1	7.18E-02	0.98	3.02
PARIS III	diethyl 2-prop-2-enylpropanedioate	2049-80-1	NAV	NAV	222.5	-7.62	92	2.41E-02	1.02	1.95
PARIS III	3-methylbutylbenzene	2049-94-7	NAV	NAV	195	-78.72	65	6.00E-01	0.86	1.65
PARIS III	2-methylbutan-2-ylbenzene	2049-95-8	NAV	NAV	192.4	-33.22	59.3	7.00E-01	0.86	14.72
PARIS III	pentyl benzoate	2049-96-9	NAV	NAV	260.41	-16.85	113.2	6.68E-03	0.99	3.15
PARIS III	3-methylbutyl 2-methylpropanoate	2050-01-3	NAV	NAV	168.5	-50.75	50.5	1.64E+00	0.87	1.09
PARIS III	Benzene, 1-(1,1-dimethylpropyl)-4-methoxy-	2050-03-5	NAV	NAV	238	20.58	101.2	1.93E-02	0.91	2.66
PARIS III	pentoxybenzene	2050-04-6	NAV	NAV	200	-17.8	83.6	2.00E-01	0.92	2.06
PARIS III	4-methyl-1-phenyl-pentan-1-one	2050-07-9	NAV	NAV	255.5	-2	99.4	1.10E-01	0.94	3.24
PARIS III	diethyl heptanedioate	2050-20-6	NAV	NAV	254	-24	117.4	3.10E-03	1	3.08
PARIS III	diethyl octanedioate	2050-23-9	NAV	NAV	282.6	5.9	135.39	1.23E-02	0.98	4.01
PARIS III	1,3-diethyl-5-methyl-benzene	2050-24-0	NAV	NAV	205	-74.1	69.8	9.98E-01	0.86	1.54
PARIS III	dibutyl ethanedioate	2050-60-4	NAV	NAV	241	-30.5	108	1.05E-02	0.98	1.33
PARIS III	Ethanedioic acid, 1,2-bis(2-methylpropyl) ester	2050-61-5	NAV	NAV	229	-13.69	96.1	2.59E-02	1	1.03
PARIS III	1-iodanyldecane	2050-77-3	NAV	NAV	274.83	-16.3	101.73	1.40E-02	1.26	2.54
PARIS III	N-pentylpentan-1-amine	2050-92-2	NAV	NAV	202.5	-7.85	52	1.50E-01	0.78	1.45
PARIS III	bis(3-methylbutyl) ethanedioate	2051-00-5	NAV	NAV	267.5	-9	114.3	6.95E-03	0.98	4.13
PARIS III	1,3-Decadiene	2051-25-4	NAV	NAV	169.26	-73.01	46.69	1.42E+00	0.75	0.74
PARIS III	2,6-dimethyloctane	2051-30-1	NAV	NAV	160.4	-90.05	82.4	2.95E+00	0.73	1.01
PARIS III	decan-4-ol	2051-31-2	NAV	NAV	210.5	-11	82.2	1.58E-02	0.83	7.71
PARIS III	3-ethyloctan-3-ol	2051-32-3	NAV	NAV	199	-35.82	81.1	8.10E-02	0.83	8.17
PARIS III	5-methyl-2-propan-2-yl-hexan-1-ol	2051-33-4	NAV	NAV	211	-22.29	79.9	6.57E-02	0.82	7.31
PARIS III	1-chloranyl-3-phenyl-benzene	2051-61-8	NAV	NAV	284.5	16	129.5	7.35E-03	1.13	11.6
PARIS III	prop-2-enyl butanoate	2051-78-7	NAV	NAV	142	-80	41.7	2.96E+00	0.9	0.87
PARIS III	1-(phenylmethyl)pyrrole	2051-97-0	NAV	NAV	247	15	103.2	7.95E-03	0.96	4.4
PARIS III	butyl 2-oxidanylbenzoate	2052-14-4	NAV	NAV	271	-5.9	107	2.46E-03	1.08	7.41
PARIS III	butyl 4-oxidanylidenepentanoate	2052-15-5	NAV	NAV	237.5	-12.55	91	8.03E-01	0.97	1.05
PARIS III	N-ethyl-N-(pyridin-3-ylmethyl)ethanamine	2055-14-3	NAV	NAV	242.47	-38.89	97.33	4.30E-03	0.94	2.43
PARIS III	1-ethenyl-4-propan-2-yl-benzene	2055-40-5	NAV	NAV	204.1	-44.7	70.1	4.00E-01	0.88	2.62
PARIS III	2-[(E)-pent-3-enyl]pyridine	2057-43-4	NAV	NAV	216	-27.28	82.8	2.00E-01	0.93	1.69
PARIS III	methyl 2-phenoxyethanoate	2065-23-8	NAV	NAV	245	1.23	88.7	2.10E-02	1.11	2.98
PARIS III	1-chloranyl-2-propan-2-yl-benzene	2077-13-6	NAV	NAV	191.1	-74.4	71	1.60E-01	1.02	1.64
PARIS III	2,6-di(propan-2-yl)phenol	2078-54-8	NAV	NAV	256	18	107.5	4.28E-03	0.95	9.39
PARIS III	pentane-2-thiol	2084-19-7	NAV	NAV	112.9	-169	15	1.89E+01	0.83	0.52
PARIS III	2-methyl-2-phenyl-oxirane	2085-88-3	NAV	NAV	194.29	-174.81	66.3	4.62E-01	1.06	1.3
PARIS III	1,2,4,5-tetramethylcyclohexane	2090-38-2	NAV	NAV	169.83	-69	40.5	2.39E+00	0.75	1.49
PARIS III	(4E,7E,10E,13E,16E,19E)-docosa-4,7,10,13,16,19-hexaenoic acid	2091-24-9	NAV	NAV	385.08	-84.65	343.4	1.37E-08	0.94	14.25
PARIS III	9-Hexadecenoic acid	2091-29-4	NAV	NAV	344.39	0.5	184.89	1.96E-06	0.9	16.89
PARIS III	pent-4-enal	2100-17-6	NAV	NAV	99	-61.51	23.3	3.85E+01	0.83	0.44
